SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATESALE,BRED,YEARFOAL
2023,Y,23FTJULYYR,2023-07-11,1,1,276,276,,,,,2022-02-25,1,B,C,,Y,,,ON,GOOD MAGIC,GOOD MAGIC,BOLA DE CRISTAL (IRE),BOLA DE CRISTAL (IRE),GALILEO (IRE),GALILEO (IRE),,,,,,,,CARA BLOODSTOCK AGENT FOR SAINTSBURY FARMS (JAY & CHRISTINE HAYDEN),,,,WESLEY WARD,,,,330000,USD,https://vimeo.com/842676959?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,277,277,,,,,2022-04-26,1,B,C,,Y,,,KY,TWIRLING CANDY,TWIRLING CANDY,BROWNIE POINTS,BROWNIE POINTS,FOREST WILDCAT,FOREST WILDCAT,,,,,,,,DENALI STUD AGENT FOR JOSEPHINE E. ABERCROMBIE TRUST,,,,MATTHEW DAVIS,,,,70000,USD,https://vimeo.com/843540482?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,278,278,,,,,2022-03-15,1,GRR,F,,Y,,,PA,CARAVAGGIO,CARAVAGGIO,BRUSH UP,BRUSH UP,BROKEN VOW,BROKEN VOW,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XCVII,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,279,279,,,,,2022-02-02,1,B,F,,Y,,,KY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,BUSBY SPRING,BUSBY SPRING,KITTEN'S JOY,KITTEN'S JOY,,,,,,,,FRANKFORT PARK FARM AGENT,,,,DANNY R CALDWELL,,,,20000,USD,https://vimeo.com/841702965?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,280,280,,,,,2022-03-06,1,B,C,,Y,,,KY,BAYERN,BAYERN,CAGED MISTRESS,CAGED MISTRESS,MINISTERS WILD CAT,MINISTERS WILD CAT,,,,,,,,GLOBAL EQUINE PRODUCTIONS AGENT,,,,NOT SOLD,,,,47000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,281,281,,,,,2022-01-26,1,B,F,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,CALINAS SONG,CALINAS SONG,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,,,,,LANE'S END AGENT,,,,SELECTIVE LLC/CARY BLOODSTOCK AGENT,,,,210000,USD,https://vimeo.com/843062265/5e76adc540?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,282,282,,,,,2022-04-17,1,B,F,,Y,,,IA,MO TOWN,MO TOWN,CAPITAL DEPLOYMENT,CAPITAL DEPLOYMENT,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,,CLIFTON FARM LLC,,,,NOT SOLD,,,,19000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,283,283,,,,,2022-01-27,1,CH,F,,Y,,,KY,DAREDEVIL,DAREDEVIL,C. C. ZIPP,C. C. ZIPP,CITY ZIP,CITY ZIP,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XI,,,,NOT SOLD,,,,52000,USD,https://youtu.be/EAI8IoB7cDk,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,284,284,,,,,2022-04-16,1,DKB,C,,Y,,,KY,LAOBAN,LAOBAN,CHAOTIC CAT,CHAOTIC CAT,TALE OF THE CAT,TALE OF THE CAT,,,,,,,,BLUEWATER SALES LLC AGENT VIII,,,,OUT,,,,0,USD,https://vimeo.com/842299912?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,285,285,,,,,2022-03-15,1,B,F,,Y,,,KY,BOLT D'ORO,BOLT D'ORO,CHO HAS ZIP,CHO HAS ZIP,CITY ZIP,CITY ZIP,,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXXXIX,,,,TIGER RACING,,,,77000,USD,https://youtu.be/edvC9CgZpMM,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,286,286,,,,,2022-03-09,1,CH,F,,Y,,,MD,GOOD MAGIC,GOOD MAGIC,CLEVER GIRL,CLEVER GIRL,BIONDETTI,BIONDETTI,,,,,,,,GREENMOUNT FARM AGENT,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,287,287,,,,,2022-02-21,1,GRR,C,,Y,,,KY,THE FACTOR,THE FACTOR,COMPLEX ANALYSIS,COMPLEX ANALYSIS,DISTORTED HUMOR,DISTORTED HUMOR,,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,SUSAN MOULTON,,,,65000,USD,https://vimeo.com/838105574?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,288,288,,,,,2022-02-21,1,CH,F,,Y,,,KY,HARD SPUN,HARD SPUN,CONQUEST SUPERSTEP,CONQUEST SUPERSTEP,SUPER SAVER,SUPER SAVER,,,,,,,,FUNNY FARM KY,,,,RIGNEY RACING LLC,,,,100000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,289,289,,,,,2022-03-08,1,B,C,,Y,,,KY,BLAME,BLAME,BARBARA GORDON,BARBARA GORDON,COMMISSIONER,COMMISSIONER,,,,,,,,GAINESWAY AGENT VIII,,,,KENNETH MCPEEKAGENT BACCARI DWF,,,,310000,USD,https://vimeo.com/840626700?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,290,290,,,,,2022-02-19,1,CH,C,,Y,,,KY,CONNECT,CONNECT,COUNTRY WOMAN,COUNTRY WOMAN,STREET CRY (IRE),STREET CRY (IRE),,,,,,,,ST GEORGE SALES AGENT VI,,,,NOT SOLD,,,,10000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,291,291,,,,,2022-02-22,1,B,C,,Y,,,FL,OMAHA BEACH,OMAHA BEACH,COURAGEOUS CAJUN,COURAGEOUS CAJUN,TREASURE BEACH (GB),TREASURE BEACH (GB),,,,,,,,STUART MORRIS AGENT I,,,,NOT SOLD,,,,95000,USD,https://vimeo.com/843440976?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,292,292,,,,,2022-03-15,1,B,C,,Y,,,KY,TIZ THE LAW,TIZ THE LAW,COZZE UP LADY,COZZE UP LADY,COZZENE,COZZENE,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XCII,,,,NOT SOLD,,,,170000,USD,https://vimeo.com/841865492?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,293,293,,,,,2022-04-20,1,GRR,F,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,CREATE A STAR,CREATE A STAR,CREATIVE CAUSE,CREATIVE CAUSE,,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXVIII,,,,NOT SOLD,,,,62000,USD,https://youtu.be/UcBE8JXpR5k,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,294,294,,,,,2022-03-07,1,DKB,F,,Y,,,KY,TIZ THE LAW,TIZ THE LAW,CRYPTOBULLET,CRYPTOBULLET,BERNARDINI,BERNARDINI,,,,,,,,PARAMOUNT SALES AGENT III,,,,LARRY MEJIAS,,,,90000,USD,https://vimeo.com/843496719?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,295,295,,,,,2022-02-12,1,CH,F,,Y,,,KY,PRACTICAL JOKE,PRACTICAL JOKE,C U AT EAU CLAIRE,C U AT EAU CLAIRE,HAYNESFIELD,HAYNESFIELD,,,,,,,,BUCK POND FARM (DOUGLAS S. ARNOLD) AGENT,,,,ED & SUSIE ORR,,,,170000,USD,https://youtu.be/6oGHcQhyzQ0,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,296,296,,,,,2022-01-08,1,B,F,,Y,,,KY,MEDAGLIA D'ORO,MEDAGLIA D'ORO,DAKOTA WIND,DAKOTA WIND,TIZNOW,TIZNOW,,,,,,,,BLUEWATER SALES LLC AGENT III,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,297,297,,,,,2022-04-10,1,CH,C,,Y,,,IA,DIALED IN,DIALED IN,DAMARIS,DAMARIS,BWANA CHARLIE,BWANA CHARLIE,,,,,,,,WYNNSTAY SALES AGENT II,,,,OUT,,,,0,USD,https://vimeo.com/842351862?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,298,298,,,,,2022-02-18,1,B,F,,Y,,,KY,CITY OF LIGHT,CITY OF LIGHT,DANA POINT,DANA POINT,UNION RAGS,UNION RAGS,,,,,,,,TAYLOR MADE SALES AGENCY AGENT,,,,SIX SIX FOUR,,,,27000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,299,299,,,,,2022-03-04,1,B,C,,Y,,,OK,GOLDENCENTS,GOLDENCENTS,DANCING FLAME,DANCING FLAME,SEEKING THE GOLD,SEEKING THE GOLD,,,,,,,,SCOTT MALLORY AGENT FOR JESSE ULLERY ET AL,,,,NOT SOLD,,,,29000,USD,https://vimeo.com/843395892,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,300,300,,,,,2022-04-26,1,DKB,C,,Y,,,PA,OUTWORK,OUTWORK,DANCINGINTHESTREET,DANCINGINTHESTREET,STREET BOSS,STREET BOSS,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XCVI,,,,THOMAS & MITCHELL BLOODSTOCK,,,,35000,USD,https://youtu.be/dAuypgZUajc,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,301,301,,,,,2022-03-17,1,B,F,,Y,,,KY,LAOBAN,LAOBAN,DARYANNA,DARYANNA,FRIENDS LAKE,FRIENDS LAKE,,,,,,,,EATON SALES AGENT,,,,OUT,,,,0,USD,https://vimeo.com/843490261?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,302,302,,,,,2022-05-07,1,B,C,,Y,,,KY,GOLDENCENTS,GOLDENCENTS,DELIZIA,DELIZIA,DISTANT VIEW,DISTANT VIEW,,,,,,,,PARAMOUNT SALES AGENT II,,,,NOT SOLD,,,,10000,USD,https://vimeo.com/843529687?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,303,303,,,,,2022-02-24,1,DKB,C,,Y,,,KY,NOT THIS TIME,NOT THIS TIME,DEVIOUS D'ORO,DEVIOUS D'ORO,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,,TAYLOR MADE SALES AGENCY AGENT FOR THE DISPERSAL OF WHITE FOX FARM,,,,ALBAUGH FAMILY STABLES,,,,120000,USD,https://youtu.be/j2rhPxcjzk8,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,304,304,,,,,2022-03-23,1,B,C,,Y,,,KY,LAOBAN,LAOBAN,DIAMOND RING,DIAMOND RING,MALIBU MOON,MALIBU MOON,,,,,,,,BRIDIE HARRISON AGENT FOR PETER E. BLUM THOROUGHBREDS,,,,NOT SOLD,,,,28000,USD,https://vimeo.com/841329806,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,305,305,,,,,2022-03-21,1,B,C,,Y,,,KY,MALIBU MOON,MALIBU MOON,DIXIE SONG,DIXIE SONG,FUSAICHI PEGASUS,FUSAICHI PEGASUS,,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,THISTLE FARMS,,,,55000,USD,https://vimeo.com/838105666?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,306,306,,,,,2022-02-28,1,DKB,C,,Y,,,KY,COMPLEXITY,COMPLEXITY,DIXIE UNIONESS,DIXIE UNIONESS,DIXIE UNION,DIXIE UNION,,,,,,,,INDIAN CREEK AGENT,,,,NOT SOLD,,,,95000,USD,https://vimeo.com/842156495?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,307,307,,,,,2022-03-21,1,DKB,C,,Y,,,KY,VIOLENCE,VIOLENCE,DOUBLE,DOUBLE,BERNARDINI,BERNARDINI,,,,,,,,BROOKDALE SALES AGENT FOR MINEOLA FARM,,,,RUSTY ROBERTSAGENT,,,,10000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,308,308,,,,,2022-04-26,1,CH,F,,Y,,,LA,GET STORMY,GET STORMY,DOUBLE DOWN BRITT,DOUBLE DOWN BRITT,GOOD AND TOUGH,GOOD AND TOUGH,,,,,,,,TAYLOR MADE SALES AGENCY AGENT XLIX,,,,NOT SOLD,,,,22000,USD,https://youtu.be/DgwqMOKv5_Q,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,309,309,,,,,2022-03-24,1,B,F,,Y,,,KY,OSCAR PERFORMANCE,OSCAR PERFORMANCE,EFFECTIVE,EFFECTIVE,BLAME,BLAME,,,,,,,,MILL RIDGE SALES AGENT,,,,NOT SOLD,,,,47000,USD,https://www.youtube.com/watch?v=0PhHCrwT1Wo,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,310,310,,,,,2022-03-04,1,GRR,C,,Y,,,KY,CAIRO PRINCE,CAIRO PRINCE,ELBE (GB),ELBE (GB),DANSILI (GB),DANSILI (GB),,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXX,,,,JOHNSON AND MAYBERRY,,,,70000,USD,https://youtu.be/4V6Nzs7xxZg,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,311,311,,,,,2022-02-10,1,DKB,F,,Y,,,KY,HONOR A. P.,HONOR A. P.,ELUSIVE JACKPOT,ELUSIVE JACKPOT,ELUSIVE QUALITY,ELUSIVE QUALITY,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,MAIN LINE/AVALON RACING,,,,85000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,312,312,,,,,2022-03-30,1,CH,C,,Y,,,FL,NOT THIS TIME,NOT THIS TIME,EMBUR'S ZIP,EMBUR'S ZIP,CITY ZIP,CITY ZIP,,,,,,,,DENALI STUD AGENT FOR BRIDLEWOOD FARM,,,,PIN OAK STUD,,,,300000,USD,https://vimeo.com/843392887?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,313,313,,,,,2022-05-07,1,B,C,,Y,,,KY,INSTAGRAND,INSTAGRAND,EQUITABLE,EQUITABLE,MALIBU MOON,MALIBU MOON,,,,,,,,WARRENDALE SALES AGENT IV,,,,J STABLE/JORGE WAGNER,,,,40000,USD,https://vimeo.com/843030183,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,314,314,,,,,2022-02-21,1,B,C,,Y,,,KY,MITOLE,MITOLE,EXES N OHS,EXES N OHS,STREET SENSE,STREET SENSE,,,,,,,,BRIDIE HARRISON,,,,NOT SOLD,,,,57000,USD,https://vimeo.com/841331032,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,315,315,,,,,2022-04-16,1,DKB,C,,Y,,,KY,CONNECT,CONNECT,FAIRWAY LUCK,FAIRWAY LUCK,UNION RAGS,UNION RAGS,,,,,,,,CHUCK GIVENS,,,,NOT SOLD,,,,37000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,316,316,,,,,2022-04-12,1,B,F,,Y,,,KY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,FAITHFUL PRAYER,FAITHFUL PRAYER,WITH DISTINCTION,WITH DISTINCTION,,,,,,,,JOHNSON CROSS AGENT,,,,NOT SOLD,,,,47000,USD,https://vimeo.com/843032061,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,317,317,,,,,2022-02-24,1,B,C,,Y,,,KY,GUN RUNNER,GUN RUNNER,FALSE IMPRESSION,FALSE IMPRESSION,A.P. INDY,A.P. INDY,,,,,,,,KATIERICH FARMS,,,,LUGAMO RACING,,,,95000,USD,https://vimeo.com/839055837,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,318,318,,,,,2022-04-11,1,DKB,F,,Y,,,LA,FLATTER,FLATTER,FANTICOLA,FANTICOLA,SILENT NAME (JPN),SILENT NAME (JPN),,,,,,,,TAYLOR MADE SALES AGENCY AGENT L,,,,NOT SOLD,,,,37000,USD,https://youtu.be/xnaZzXr4Ki0,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,319,319,,,,,2022-02-22,1,B,C,,Y,,,IN,HARRY'S HOLIDAY,HARRY'S HOLIDAY,FIREBALL KATIE,FIREBALL KATIE,HARD SPUN,HARD SPUN,,,,,,,,PARAMOUNT SALES AGENT VIII,,,,NOT SOLD,,,,35000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,320,320,,,,,2022-04-03,1,CH,C,,Y,,,KY,PROMISES FULFILLED,PROMISES FULFILLED,FISC,FISC,LEMON DROP KID,LEMON DROP KID,,,,,,,,PARAMOUNT SALES AGENT IV,,,,CHAD SCHUMERAGENT,,,,20000,USD,https://vimeo.com/841845364?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,321,321,,,,,2022-02-28,1,DKB,C,,Y,,,KY,MO TOWN,MO TOWN,FIVE MACH SPEED,FIVE MACH SPEED,E DUBAI,E DUBAI,,,,,,,,WARRENDALE SALES AGENT V,,,,LOTHENBACH STABLES INC,,,,180000,USD,https://vimeo.com/843030466,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,322,322,,,,,2022-03-13,1,GRR,F,,Y,,,KY,GIFT BOX,GIFT BOX,FLATTER ME FIRST,FLATTER ME FIRST,FLATTER,FLATTER,,,,,,,,WARRENDALE SALES AGENT I,,,,SUSAN MOULTON,,,,30000,USD,https://vimeo.com/841845465?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,323,323,,,,,2022-01-11,1,CH,F,,Y,,,KY,GOOD MAGIC,GOOD MAGIC,FLORIDA FUEGO,FLORIDA FUEGO,KANTHAROS,KANTHAROS,,,,,,,,FOUR STAR SALES AGENT,,,,ECLIPSE THOROUGHBRED PARTNERS,,,,100000,USD,https://vimeo.com/841984046?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,324,324,,,,,2022-03-09,1,B,C,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,FORTUNE PLAY,FORTUNE PLAY,FIVE STAR DAY,FIVE STAR DAY,,,,,,,,FOUR STAR SALES AGENT FOR D.C. GOFF,,,,DEER CREEK STABLES,,,,75000,USD,https://vimeo.com/843176615?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,325,325,,,,,2022-02-28,1,DKB,F,,Y,,,KY,MAXIMUS MISCHIEF,MAXIMUS MISCHIEF,GEEBES,GEEBES,FUSAICHI PEGASUS,FUSAICHI PEGASUS,,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON) AGENT,,,,HIDDEN BROOK AGENT,,,,50000,USD,https://vimeo.com/838105786?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,326,326,,,,,2022-02-27,1,CH,C,,Y,,,TX,STREET BOSS,STREET BOSS,GEMMIZELL,GEMMIZELL,GEMOLOGIST,GEMOLOGIST,,,,,,,,VINERY SALES AGENT FOR STONEVIEW FARM,,,,MY KIDS STABLE,,,,72000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,327,327,,,,,2022-03-26,1,DKB,C,,Y,,,KY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,GENTLE TOUCH,GENTLE TOUCH,KITTEN'S JOY,KITTEN'S JOY,,,,,,,,CHUCK GIVENS,,,,AL PIKE AGENT,,,,180000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,328,328,,,,,2022-04-28,1,B,F,,Y,,,IN,MITOLE,MITOLE,GHOSTSTONE,GHOSTSTONE,GHOSTZAPPER,GHOSTZAPPER,,,,,,,,TAYLOR MADE SALES AGENCY AGENT X,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,329,329,,,,,2022-04-20,1,DKB,F,,Y,,,KY,CARACARO,CARACARO,GIANTS DIVA,GIANTS DIVA,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,,,,,,,,GAINESWAY AGENT VI,,,,ALL STAR BLOODSTOCK,,,,150000,USD,https://vimeo.com/841641457?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,330,330,,,,,2022-03-07,1,B,F,,Y,,,LA,OUTWORK,OUTWORK,GLISTEN,GLISTEN,DIXIELAND BAND,DIXIELAND BAND,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,NOT SOLD,,,,19000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,331,331,,,,,2022-02-18,1,DKB,C,,Y,,,FL,KANTHAROS,KANTHAROS,GLORIFY,GLORIFY,CURLIN,CURLIN,,,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,GS INVERSIONES HIPICAS LLC &   CARLOS J MORALES,,,,60000,USD,https://vimeo.com/843649659?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,332,332,,,,,2022-03-28,1,CH,C,,Y,,,KY,HARD SPUN,HARD SPUN,BROKEN BRIDLE,BROKEN BRIDLE,BROKEN VOW,BROKEN VOW,,,,,,,,GAINESWAY AGENT VIII,,,,OXO EQUINE LLC,,,,260000,USD,https://vimeo.com/840626838?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,333,333,,,,,2022-05-06,1,B,F,,Y,,,ON,CLASSIC EMPIRE,CLASSIC EMPIRE,GOLDSTRYKE GLORY,GOLDSTRYKE GLORY,SECOND IN COMMAND,SECOND IN COMMAND,,,,,,,,SUSAN Y. FOREMAN AGENT,,,,NOT SOLD,,,,32000,USD,https://youtu.be/gk0v3S4ar8M,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,334,334,,,,,2022-02-01,1,B,C,,Y,,,KY,CLASSIC EMPIRE,CLASSIC EMPIRE,GOODBYE CAT,GOODBYE CAT,TALE OF THE CAT,TALE OF THE CAT,,,,,,,,BLUEWATER SALES LLC AGENT XI,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,335,335,,,,,2022-01-26,1,CH,F,,Y,,,KY,PRACTICAL JOKE,PRACTICAL JOKE,GRACE IS GONE,GRACE IS GONE,MALIBU MOON,MALIBU MOON,,,,,,,,FOUR STAR SALES AGENT,,,,NOT SOLD,,,,125000,USD,https://vimeo.com/843053838?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,336,336,,,,,2022-05-06,1,CH,C,,Y,,,KY,VIOLENCE,VIOLENCE,GRANDACIOUS,GRANDACIOUS,GRAND SLAM,GRAND SLAM,,,,,,,,EQUUS FARM (JERRY CUMMINS/PAUL ADAMS) AGENT I,,,,HOBY KIGHT AGENT,,,,160000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,337,337,,,,,2022-01-31,1,GRR,C,,Y,,,FL,MCKINZIE,MCKINZIE,GREEK SISTER,GREEK SISTER,TAPIT,TAPIT,,,,,,,,FOUR STAR SALES AGENT FOR WESTBURY STABLES,,,,HORSEOLOGY,,,,100000,USD,https://vimeo.com/843056742?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,338,338,,,,,2022-03-15,1,DKB,F,,Y,,,LA,INSTAGRAND,INSTAGRAND,GYPSY PRINCESS,GYPSY PRINCESS,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT FOR COTEAU GROVE FARMS,,,,OUT,,,,0,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,339,339,,,,,2022-02-14,1,B,C,,Y,,,KY,TWIRLING CANDY,TWIRLING CANDY,HARBOR LIGHTS,HARBOR LIGHTS,SHACKLEFORD,SHACKLEFORD,,,,,,,,LANE'S END AGENT,,,,DEW SWEEPERS III LLC,,,,142000,USD,https://vimeo.com/843061197/712b884f3d?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,340,340,,,,,2022-02-20,1,B,C,,Y,,,MD,GRAZEN,GRAZEN,HARD TO RESIST,HARD TO RESIST,JOHANNESBURG,JOHANNESBURG,,,,,,,,SCOTT MALLORY AGENT FOR DETERMINED STUD,,,,BILL GOODMANAGENT FOR GEORGE SHARP,,,,100000,USD,https://vimeo.com/843042411?share=copy,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,341,341,,,,,2022-02-09,1,DKB,C,,Y,,,KY,COMPLEXITY,COMPLEXITY,HARLEE HONEY,HARLEE HONEY,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,,C & S THOROUGHBREDS AGENT,,,,POWERSTOWN STUD,,,,65000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,342,342,,,,,2022-02-05,1,B,F,,Y,,,KY,TIZ THE LAW,TIZ THE LAW,HARRIETT LANE,HARRIETT LANE,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,,,,,,,,PARAMOUNT SALES AGENT XIX,,,,SJB TRUST,,,,50000,USD,,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,343,343,,,,,2022-03-27,1,B,C,,Y,,,KY,COMPLEXITY,COMPLEXITY,HEART OF MIDWAY,HEART OF MIDWAY,STEVIE WONDERBOY,STEVIE WONDERBOY,,,,,,,,AIRDRIE STUD RAISED & OFFERED,,,,KINSMAN FARM,,,,120000,USD,https://vimeo.com/843369520,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,344,344,,,,,2022-01-31,1,B,C,,Y,,,FL,INSTAGRAND,INSTAGRAND,HER ROYAL GRACE,HER ROYAL GRACE,ANY GIVEN SATURDAY,ANY GIVEN SATURDAY,,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,OUT,,,,0,USD,https://youtu.be/dNFCJXHJ394,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,345,345,,,,,2022-01-13,1,DKB,F,,Y,,,FL,LONG ON VALUE,LONG ON VALUE,HIGH CRY,HIGH CRY,STREET CRY (IRE),STREET CRY (IRE),,,,,,,,TAYLOR MADE SALES AGENCY AGENT FOR SABANA FARM BRED & RAISED,,,,MADDIE MATTMILLER AGENT,,,,53000,USD,https://youtu.be/nC0t7e1BaSk,,,TB,2022
2023,Y,23FTJULYYR,2023-07-11,1,1,346,346,,,,,2022-03-02,1,CH,F,,Y,,,KY,GET STORMY,GET STORMY,HOOKAH LADY,HOOKAH LADY,SMOKE GLACKEN,SMOKE GLACKEN,,,,,,,,HURSTLAND FARM (ALFRED H. NUCKOLS JR.) AGENT I,,,,NBS STABLE/JOHN BALLANTYNE,,,,102000,USD,https://vimeo.com/842657627,,,TB,2022
