SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTOCTYR,2023-10-25,1,3,814,814,,,2022-04-09,1,DKB,F,,Y,,,KY,HONOR CODE,HONOR CODE,L X SUNRISE,L X SUNRISE,KODIAK KOWBOY,KODIAK KOWBOY,,,,,,,EQUUS FARM (JERRY CUMMINS/PAUL ADAMS) AGENT I,,,,ANTHONY MERLINO,,,,2000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,815,815,,,2022-03-10,1,CH,C,,Y,,,ON,GOOD MAGIC,GOOD MAGIC,MABSOTA,MABSOTA,SHAMARDAL,SHAMARDAL,,,,,,,CARA BLOODSTOCK AGENT FOR SAINTSBURY FARM (JAY & CHRISTINE HAYDEN),,,,KINDRED STABLES,,,,125000,,https://vimeo.com/876716355?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,816,816,,,2022-02-27,1,B,F,,Y,,,NY,SPUN TO RUN,SPUN TO RUN,MADAME BOURBON,MADAME BOURBON,GOLDENCENTS,GOLDENCENTS,,,,,,,HIDDEN BROOK AGENT IV,,,,RIDETHECOATTAILS,,,,25000,,https://vimeo.com/876862616?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,817,817,,,2022-02-21,1,DKB,F,,Y,,,KY,SHANCELOT,SHANCELOT,MADAME DUBOIS (SAF),MADAME DUBOIS (SAF),COUNT DUBOIS (GB),COUNT DUBOIS (GB),,,,,,,BUCK POND FARM (DOUGLAS S. ARNOLD) AGENT,,,,NOT SOLD,,,,47000,,https://www.youtube.com/watch?v=EwpdEheBYSg,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,818,818,,,2022-04-06,1,CH,F,,Y,,,KY,CARACARO,CARACARO,MADAME MOON,MADAME MOON,MALIBU MOON,MALIBU MOON,,,,,,,EATON SALES AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,819,819,,,2022-05-12,1,B,F,,Y,,,KY,TWIRLING CANDY,TWIRLING CANDY,MADAME PELE,MADAME PELE,SALT LAKE,SALT LAKE,,,,,,,WOODS EDGE FARM AGENT,,,,MEAH/LLOYD BLOODSTOCK LLC,,,,4500,,https://vimeo.com/875976540?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,820,820,,,2022-02-02,1,B,F,,Y,,,KY,VOLATILE,VOLATILE,MADAME X.,MADAME X.,EXCHANGE RATE,EXCHANGE RATE,,,,,,,WARRENDALE SALES AGENT X,,,,BROCIOLE STABLES,,,,50000,,,,Y,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,821,821,,,2022-02-18,1,CH,C,,Y,,,KY,NYQUIST,NYQUIST,MADERA DANCER,MADERA DANCER,RAHY,RAHY,,,,,,,HUNTER VALLEY FARM AGENT,,,,ARROYO BLSKAGT MARCUS SCOTT,,,,65000,,https://vimeo.com/876320815?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,822,822,,,2022-05-06,1,DKB,F,,Y,,,KY,MEDAGLIA D'ORO,MEDAGLIA D'ORO,MAGICAL,MAGICAL,TAPIT,TAPIT,,,,,,,PARAMOUNT SALES AGENT XXVI,,,,MAYBERRY FARM,,,,380000,,https://vimeo.com/877301876?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,823,823,,,2022-04-03,1,DKB,C,,Y,,,KY,PAYNTER,PAYNTER,MAGICAL DANCER,MAGICAL DANCER,FLAT OUT,FLAT OUT,,,,,,,BRIDIE HARRISON AGENT FOR PETER E. BLUM THOROUGHBREDS,,,,NESTOR CHACIN,,,,12000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,824,824,,,2022-03-10,1,B,C,,Y,,,KY,GOOD MAGIC,GOOD MAGIC,MAGICAL MOON,MAGICAL MOON,MALIBU MOON,MALIBU MOON,,,,,,,CLAIBORNE FARM AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,825,825,,,2022-04-08,1,DKB,C,,Y,,,KY,COAL FRONT,COAL FRONT,MAGIC APPOINTMENT,MAGIC APPOINTMENT,GRAND APPOINTMENT,GRAND APPOINTMENT,,,,,,,VINERY SALES AGENT XVI,,,,CHRIS MELTON,,,,4000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,826,826,,,2022-03-18,1,GRR,C,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,MAGSAMELIA,MAGSAMELIA,MINESHAFT,MINESHAFT,,,,,,,NICKY DRION THOROUGHBREDS AGENT II,,,,JOHN J. ROBB FOR PHIL WARD,,,,80000,,https://vimeo.com/876862377?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,827,827,,,2022-03-30,1,DKB,C,,Y,,,KY,INSTILLED REGARD,INSTILLED REGARD,MAG'S HOLIDAY,MAG'S HOLIDAY,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,STUART MORRIS AGENT I,,,,NOT SOLD,,,,47000,,https://vimeo.com/872195912?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,828,828,,,2022-04-29,1,B,C,,Y,,,KY,CARAVAGGIO,CARAVAGGIO,MAHBADIHA,MAHBADIHA,MORE THAN READY,MORE THAN READY,,,,,,,STUART MORRIS AGENT FOR HIGHCLERE,,,,PILTOWN BOUND,,,,60000,,https://vimeo.com/876705033,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,829,829,,,2022-05-12,1,B,F,,Y,,,KY,AUDIBLE,AUDIBLE,MAHNA,MAHNA,CANDY RIDE (ARG),CANDY RIDE (ARG),,,,,,,C & S THOROUGHBREDS AGENT,,,,NOT SOLD,,,,24000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,830,830,,,2022-04-10,1,B,F,,Y,,,KY,MUNNINGS,MUNNINGS,MAJESTIC DAWN,MAJESTIC DAWN,KITTEN'S JOY,KITTEN'S JOY,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXXV,,,,NOT SOLD,,,,47000,,https://youtu.be/VxaG7Ipp0KI,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,831,831,,,2022-03-29,1,GR,C,,Y,,,KY,CAIRO PRINCE,CAIRO PRINCE,MAKES PERFECTSENSE,MAKES PERFECTSENSE,STREET SENSE,STREET SENSE,,,,,,,TRACKSIDE FARM (TOM EVANS) AGENT IV,,,,DJ STABLE,,,,50000,,https://vimeo.com/875525374?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,832,832,,,2022-02-24,1,CH,F,,Y,,,KY,FLAMEAWAY,FLAMEAWAY,MAKE THE SUN SHINE,MAKE THE SUN SHINE,MALIBU MOON,MALIBU MOON,,,,,,,DARBY DAN FARM AGENT I,,,,KINGS EQUINE,,,,42000,,https://vimeo.com/876229724?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,833,833,,,2022-04-14,1,B,F,,Y,,,KY,BERNARDINI,BERNARDINI,MAKIN' SENSE,MAKIN' SENSE,STREET SENSE,STREET SENSE,,,,,,,MILL RIDGE SALES AGENT III,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,834,834,,,2022-03-23,1,B,F,,Y,,,KY,CANDY RIDE (ARG),CANDY RIDE (ARG),MALIBEAUTY,MALIBEAUTY,MALIBU MOON,MALIBU MOON,,,,,,,CLAIBORNE FARM AGENT,,,,MIGUEL SILVA,,,,2000,,https://vimeo.com/874961904,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,835,835,,,2022-04-07,1,CH,F,,Y,,,KY,MUNNINGS,MUNNINGS,MALIBU COUGAR,MALIBU COUGAR,MALIBU MOON,MALIBU MOON,,,,,,,VINERY SALES AGENT LIV,,,,KINGS EQUINE,,,,42000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,836,836,,,2022-04-13,1,CH,F,,Y,,,KY,GUN RUNNER,GUN RUNNER,MALIBU DRIVE,MALIBU DRIVE,MALIBU MOON,MALIBU MOON,,,,,,,TERRAZAS THOROUGHBREDS AGENT FOR CORSER THOROUGHBREDS LLC,,,,WEST BLDSTK AGT FOR REPOLE STABLE,,,,150000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,837,837,,,2022-04-22,1,DKB,C,,Y,,,KY,SHANCELOT,SHANCELOT,MALIBU YANKEE,MALIBU YANKEE,MALIBU MOON,MALIBU MOON,,,,,,,TAYLOR MADE SALES AGENCY AGENT XL,,,,NOT SOLD,,,,7000,,https://youtu.be/iSq4151G2e8,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,838,838,,,2022-02-11,1,B,F,,Y,,,KY,CLASSIC EMPIRE,CLASSIC EMPIRE,MAMASEZ,MAMASEZ,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,,,,,,,HUNTER VALLEY FARM AGENT,,,,NOT SOLD,,,,1000,,https://vimeo.com/876320854?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,839,839,,,2022-03-04,1,B,F,,Y,,,KY,OMAHA BEACH,OMAHA BEACH,MARDI GRAS,MARDI GRAS,TIZNOW,TIZNOW,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXXIV,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,840,840,,,2022-04-10,1,CH,C,,Y,,,TEXAS,FLATTER,FLATTER,MARGARITA MISTRESS,MARGARITA MISTRESS,NAEVUS,NAEVUS,,,,,,,VINERY SALES AGENT FOR STONEVIEW FARM INC.,,,,NOT SOLD,,,,30000,,https://youtu.be/rMk6qLseqPE,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,841,841,,,2022-05-17,1,DKB,C,,Y,,,KY,CLOUD COMPUTING,CLOUD COMPUTING,MARIA WHO,MARIA WHO,SKY MESA,SKY MESA,,,,,,,DOUBLE R CONSIGNMENT,,,,NOT SOLD,,,,4000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,842,842,,,2022-02-01,1,B,C,,Y,,,KY,STREET SENSE,STREET SENSE,MARJAYOUN,MARJAYOUN,GHOSTZAPPER,GHOSTZAPPER,,,,,,,LANE'S END AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,843,843,,,2022-03-21,1,GRR,F,,Y,,,KY,CARAVAGGIO,CARAVAGGIO,MARKET MAGIC,MARKET MAGIC,AFTER MARKET,AFTER MARKET,,,,,,,HERMITAGE FARM AGENT,,,,STONEWAY,,,,7000,,https://vimeo.com/875363470,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,844,844,,,2022-04-11,1,B,F,,Y,,,KY,CAIRO PRINCE,CAIRO PRINCE,MARKETWAY,MARKETWAY,AFTER MARKET,AFTER MARKET,,,,,,,BLANDFORD STUD (PADRAIG CAMPION) AGENT,,,,ROBERT GORHAM,,,,30000,,https://vimeo.com/876159145,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,845,845,,,2022-03-22,1,B,F,,Y,,,KY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,MARRAKESH EXPRESS,MARRAKESH EXPRESS,UNION RAGS,UNION RAGS,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXII,,,,PAID TOO MUCH STABLE,,,,16000,,https://youtu.be/oyX-F_NVhsk,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,846,846,,,2022-03-10,1,B,C,,Y,,,PA,DISTORTED HUMOR,DISTORTED HUMOR,MARY BERNICE,MARY BERNICE,BERNARDINI,BERNARDINI,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXVI,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,847,847,,,2022-02-15,1,B,C,,Y,,,KY,WORLD OF TROUBLE,WORLD OF TROUBLE,MARY LEE AND ME,MARY LEE AND ME,PAYNTER,PAYNTER,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,S.R.O.A (K.O.I.D.),,,,20000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,848,848,,,2022-04-26,1,B,F,,Y,,,KY,LOOKIN AT LUCKY,LOOKIN AT LUCKY,MAXINKUCKEE MISS,MAXINKUCKEE MISS,LANGFUHR,LANGFUHR,,,,,,,CLAIBORNE FARM AGENT,,,,LUCKY STABLE,,,,6000,,https://vimeo.com/874981132,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,849,849,,,2022-01-13,1,DKB,F,,Y,,,KY,SPEIGHTSTOWN,SPEIGHTSTOWN,MAYBE WICKED,MAYBE WICKED,MIZZEN MAST,MIZZEN MAST,,,,,,,EATON SALES AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,850,850,,,2022-04-15,1,B,C,,Y,,,KY,UPSTART,UPSTART,MAYHAW,MAYHAW,LION HEART,LION HEART,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,AVK BLOODSTOCK,,,,20000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,851,851,,,2022-02-09,1,B,C,,Y,,,KY,CLOUD COMPUTING,CLOUD COMPUTING,MAY WHO,MAY WHO,LION HEART,LION HEART,,,,,,,POPE MCLEAN (CRESTWOOD FARM) AGENT X,,,,AVK BLOODSTOCK,,,,35000,,https://vimeo.com/875517082?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,852,852,,,2022-04-16,1,B,F,,Y,,,KY,BLAME,BLAME,MEISTER LEGEND,MEISTER LEGEND,BODEMEISTER,BODEMEISTER,,,,,,,SHAWHAN PLACE LLC AGENT VII,,,,NOT SOLD,,,,45000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,853,853,,,2022-04-07,1,CH,C,,Y,,,KY,GOOD MAGIC,GOOD MAGIC,MELLONBROOK,MELLONBROOK,DISCREET CAT,DISCREET CAT,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,SUPERFINE FARM,,,,220000,,https://youtu.be/yj-miD-N6s4,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,854,854,,,2022-05-17,1,GRR,C,,Y,,,KY,INTO MISCHIEF,INTO MISCHIEF,MELODY LADY,MELODY LADY,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,,,,GAINESWAY AGENT XXVII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,855,855,,,2022-04-08,1,B,F,,Y,,,KY,UNCLE MO,UNCLE MO,MELODY'S SPIRIT,MELODY'S SPIRIT,SCAT DADDY,SCAT DADDY,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXXX,,,,CHARLIE ALLEN,,,,75000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,856,856,,,2022-04-29,1,B,C,,Y,,,KY,SPUN TO RUN,SPUN TO RUN,MENSA MEMBER,MENSA MEMBER,FLATTER,FLATTER,,,,,,,PAUL TACKETT,,,,JOHN BROCKLEBANK AGENT,,,,45000,,https://vimeo.com/876867099?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,857,857,,,2022-04-27,1,B,C,,Y,,,KY,AMERICAN PHAROAH,AMERICAN PHAROAH,MERCILLA,MERCILLA,ARCH,ARCH,,,,,,,HUNTER VALLEY FARM AGENT,,,,MIKE AKERS FOR MALMSTROM FAMILY TRUST,,,,100000,,https://vimeo.com/875919027?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,858,858,,,2022-04-27,1,DKB,F,,Y,,,NY,THOUSAND WORDS,THOUSAND WORDS,MERMAID SARA,MERMAID SARA,STORMY ATLANTIC,STORMY ATLANTIC,,,,,,,MACHMER HALL SALES AGENT II,,,,LUIS VON CHONG,,,,6000,,https://vimeo.com/876401288?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,859,859,,,2022-04-25,1,DKB,C,,Y,,,KY,VINO ROSSO,VINO ROSSO,MEU AMOR,MEU AMOR,BERNARDINI,BERNARDINI,,,,,,,FOUR STAR SALES AGENT,,,,CHESTNUT HILL STABLE,,,,15000,,https://vimeo.com/875851449,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,860,860,,,2022-05-14,1,CH,C,,Y,,,KY,GAME WINNER,GAME WINNER,MIA AND MOLLY,MIA AND MOLLY,GIANT'S CAUSEWAY,GIANT'S CAUSEWAY,,,,,,,PARAMOUNT SALES AGENT XXXIX,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,861,861,,,2022-05-09,1,DKB,C,,Y,,,KY,MCKINZIE,MCKINZIE,MIA TORRI,MIA TORRI,GENERAL QUARTERS,GENERAL QUARTERS,,,,,,,GAINESWAY AGENT XVII,,,,OUT,,,,0,,https://vimeo.com/876606084/c3795cf7be?ts=0&share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,862,862,,,2022-01-27,1,CH,F,,Y,,,KY,GAME WINNER,GAME WINNER,MIDNIGHT GIRL,MIDNIGHT GIRL,DROSSELMEYER,DROSSELMEYER,,,,,,,LANE'S END AGENT,,,,PRO RACING STABLE LLC,,,,3000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,863,863,,,2022-05-02,1,B,C,,Y,,,KY,FLATTER,FLATTER,MIDNIGHT MILEY,MIDNIGHT MILEY,MIDNIGHT LUTE,MIDNIGHT LUTE,,,,,,,WARRENDALE SALES AGENT XI,,,,NOT SOLD,,,,23000,,https://vimeo.com/876711388,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,864,864,,,2022-02-24,1,DKB,C,,Y,,,KY,MIDNIGHT STORM,MIDNIGHT STORM,MIDNIGHT PARTY,MIDNIGHT PARTY,GHOSTZAPPER,GHOSTZAPPER,,,,,,,VINERY SALES AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,865,865,,,2022-02-16,1,B,F,,Y,,,KY,CONSTITUTION,CONSTITUTION,MIDNIGHT SOIREE,MIDNIGHT SOIREE,INCLUDE,INCLUDE,,,,,,,KATIERICH FARMS,,,,MIKE RYAN AGENT,,,,220000,,https://vimeo.com/875371568,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,866,866,,,2022-02-20,1,CH,F,,Y,,,NY,KANTHAROS,KANTHAROS,MIDNIGHT WATCH,MIDNIGHT WATCH,STORMY ATLANTIC,STORMY ATLANTIC,,,,,,,MULHOLLAND SPRINGS AGENT IV,,,,BAMFAN,,,,1000,,https://vimeo.com/876581792?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,867,867,,,2022-04-18,1,B,C,,Y,,,KY,CANDY RIDE (ARG),CANDY RIDE (ARG),MIGHTY EROS,MIGHTY EROS,FREUD,FREUD,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXXXIX,,,,NOT SOLD,,,,110000,,https://vimeo.com/876407862?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,868,868,,,2022-02-22,1,B,F,,Y,,,INDIANA,KLIMT,KLIMT,MILDRED,MILDRED,HARD SPUN,HARD SPUN,,,,,,,LEGACY BLOODSTOCK AGENT III,,,,ROBERT GORHAM,,,,4000,,https://vimeo.com/876406689?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,869,869,,,2022-03-28,1,CH,C,,Y,,,KY,MUNNINGS,MUNNINGS,MINCE,MINCE,WAR FRONT,WAR FRONT,,,,,,,PARAMOUNT SALES AGENT XXXV,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,870,870,,,2022-02-19,1,B,C,,Y,,,KY,FREE DROP BILLY,FREE DROP BILLY,MINE MINE MINE,MINE MINE MINE,MINESHAFT,MINESHAFT,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,LUZ MARIA SALAS B,,,,1000,,,,Y,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,871,871,,,2022-03-04,1,DKB,F,,Y,,,FL,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,MINERTIME,MINERTIME,MINESHAFT,MINESHAFT,,,,,,,ST GEORGE SALES AGENT,,,,JUAN CORTES,,,,5000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,872,872,,,2022-05-20,1,B,C,,Y,,,KY,AUTHENTIC,AUTHENTIC,MINKS APRISE,MINKS APRISE,NORTHERN AFLEET,NORTHERN AFLEET,,,,,,,BUCK POND FARM (DOUGLAS S. ARNOLD) AGENT,,,,NOT SOLD,,,,240000,,https://www.youtube.com/shorts/fJvtBPVJbog,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,873,873,,,2022-04-24,1,CH,F,,Y,,,KY,VIOLENCE,VIOLENCE,MINNIE BLIP,MINNIE BLIP,ALGORITHMS,ALGORITHMS,,,,,,,BEAU LANE BLOODSTOCK AGENT FOR BEAU LANE,,,,10 FLAT THOROUGHBREDS LLC,,,,90000,,https://vimeo.com/876599679?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,874,874,,,2022-03-04,1,GRR,C,,Y,,,KY,GIFT BOX,GIFT BOX,MIRACULOUSLY,MIRACULOUSLY,HAT TRICK (JPN),HAT TRICK (JPN),,,,,,,VINERY SALES AGENT XXXVI,,,,L.G. AGENT,,,,20000,,https://vimeo.com/876960333?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,875,875,,,2022-03-13,1,CH,F,,Y,,,KY,JIMMY CREED,JIMMY CREED,MISELLY,MISELLY,JACK MILTON,JACK MILTON,,,,,,,STUART MORRIS AGENT FOR HIGHCLERE,,,,NICK J HINES AGENT,,,,10000,,https://vimeo.com/876705084,,Y,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,876,876,,,2022-04-17,1,DKB,C,,Y,,,KY,DAREDEVIL,DAREDEVIL,MISS A. BOMB,MISS A. BOMB,LEMON DROP KID,LEMON DROP KID,,,,,,,DENALI STUD AGENT V,,,,KENNETH MCPEEK AGENT,,,,140000,,https://vimeo.com/875116644?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,877,877,,,2022-04-21,1,CH,C,,Y,,,KY,VINO ROSSO,VINO ROSSO,MISS ANNA MARIE,MISS ANNA MARIE,POSSE,POSSE,,,,,,,FOUR STAR SALES AGENT,,,,CHRIS MELTON,,,,3000,,https://vimeo.com/875448730,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,878,878,,,2022-05-05,1,B,C,,Y,,,INDIANA,VINO ROSSO,VINO ROSSO,MISSBIGTIMES,MISSBIGTIMES,FLATTER,FLATTER,,,,,,,BURLESON FARMS AGENT,,,,ANTHONY GRANITZ,,,,35000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,879,879,,,2022-04-28,1,B,C,,Y,,,NY,LOOKIN AT LUCKY,LOOKIN AT LUCKY,MISS BONNIE,MISS BONNIE,OFFICER,OFFICER,,,,,,,HUNTER VALLEY FARM AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,880,880,,,2022-04-23,1,B,C,,Y,,,NY,MO TOWN,MO TOWN,MISS CENTERFOLD,MISS CENTERFOLD,TIZNOW,TIZNOW,,,,,,,BURLESON FARMS AGENT,,,,PRESTIGE WORLDWIDE,,,,60000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,881,881,,,2022-01-27,1,B,F,,Y,,,ON,MUCHO MACHO MAN,MUCHO MACHO MAN,MISS CHERRYBLOSSOM,MISS CHERRYBLOSSOM,AMERICAN PHAROAH,AMERICAN PHAROAH,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXVIII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,882,882,,,2022-02-13,1,B,F,,Y,,,KY,MIDNIGHT STORM,MIDNIGHT STORM,MISS COBBLESTONE,MISS COBBLESTONE,AFLEET ALEX,AFLEET ALEX,,,,,,,TAYLOR MADE SALES AGENCY AGENT VII,,,,JOHN BROCKLEBANK AGENT,,,,45000,,https://youtu.be/V5pPP823ndU,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,883,883,,,2022-02-03,1,CH,C,,Y,,,KY,MAXIMUM SECURITY,MAXIMUM SECURITY,MISS DEL GALLO,MISS DEL GALLO,HENNESSY,HENNESSY,,,,,,,SHELTOWEE SALES AGENT,,,,ME II RACING,,,,10000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,884,884,,,2022-03-19,1,B,F,,Y,,,KY,CANDY RIDE (ARG),CANDY RIDE (ARG),MISS FROST,MISS FROST,CURLIN,CURLIN,,,,,,,GAINESWAY AGENT X,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,885,885,,,2022-04-10,1,DKB,F,,Y,,,NY,VOLATILE,VOLATILE,MISS GOSSIP (IRE),MISS GOSSIP (IRE),BIG BAD BOB (IRE),BIG BAD BOB (IRE),,,,,,,SUMMERFIELD (FRANCIS & BARBARA VANLANGENDONCK) AGENT,,,,NOT SOLD,,,,44000,,https://vimeo.com/876599746?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,886,886,,,2022-04-03,1,B,C,,Y,,,KY,VOLATILE,VOLATILE,MISS HERMES,MISS HERMES,LEMON DROP KID,LEMON DROP KID,,,,,,,STUART MORRIS AGENT,,,,NOT SOLD,,,,72000,,https://youtu.be/odWnn2EYnYE,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,887,887,,,2022-04-26,1,B,F,,Y,,,KY,MIDNIGHT STORM,MIDNIGHT STORM,MISS IMPERFECTION,MISS IMPERFECTION,MAJESTICPERFECTION,MAJESTICPERFECTION,,,,,,,FOUR STAR SALES AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,888,888,,,2022-03-23,1,CH,F,,Y,,,KY,ARMY MULE,ARMY MULE,MISSION UP,MISSION UP,NOBLE MISSION (GB),NOBLE MISSION (GB),,,,,,,SHAWHAN PLACE LLC AGENT V,,,,FUN TO RUN,,,,7500,,https://vimeo.com/875976643?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,889,889,,,2022-05-10,1,DKB,C,,Y,,,TEXAS,CARAVAGGIO,CARAVAGGIO,MISS LIBERTY (FR),MISS LIBERTY (FR),STATUE OF LIBERTY,STATUE OF LIBERTY,,,,,,,BALLYSAX BLOODSTOCK AGENT V,,,,OUT,,,,0,,https://vimeo.com/876531654,,,T,2022
2023,Y,23FTOCTYR,2023-10-25,1,3,890,890,,,2022-05-28,1,B,C,,Y,,,ON,THE FACTOR,THE FACTOR,MISS LOVELY,MISS LOVELY,SMART STRIKE,SMART STRIKE,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,CUADRA BARROGAN,,,,21000,,,,,T,2022
