SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,RATING,TATTOO,DATEFOAL,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,LASTBRED,CONLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,PRICE,CURRENCY,URL,NFFM,PRIVATE SALE,BREED,YEARFOAL
2023,Y,23FTOCTYR,2023-10-23,1,1,1,1,,,2022-04-23,1,DKB,F,,Y,,,KY,JIMMY CREED,JIMMY CREED,YADDO CANARY,YADDO CANARY,MINESHAFT,MINESHAFT,,,,,,,MAINE CHANCE FARM (UNIVERSITY OF KENTUCKY),,,,J ASENCION MONTEAGUDO,,,,5000,,https://youtu.be/QGKhAucrTtg,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,2,2,,,2022-04-19,1,DKB,C,,Y,,,KY,IMPROBABLE,IMPROBABLE,YAHILWA,YAHILWA,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,GROVENDALE SALES AGENT II,,,,NOT SOLD,,,,60000,,https://vimeo.com/876132447?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,3,3,,,2022-04-09,1,DKB,C,,Y,,,ON,INSTILLED REGARD,INSTILLED REGARD,YOU DON'T KNOW ME (IRE),YOU DON'T KNOW ME (IRE),ZOFFANY (IRE),ZOFFANY (IRE),,,,,,,SUSAN Y. FOREMAN AGENT,,,,NOT SOLD,,,,22000,,https://youtu.be/Pb9Or4j6N2E?si=ySfKaqX5ABNkgH-x,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,4,4,,,2022-04-22,1,DKB,F,,Y,,,ON,BEE JERSEY,BEE JERSEY,YOU MAKE LUVIN FUN,YOU MAKE LUVIN FUN,A.P. INDY,A.P. INDY,,,,,,,HUNTER VALLEY FARM AGENT,,,,OFF THE HOOK,,,,11000,,https://vimeo.com/876204843?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,5,5,,,2022-05-17,1,DKB,C,,Y,,,KY,WORLD OF TROUBLE,WORLD OF TROUBLE,YOUNGNFLASHY,YOUNGNFLASHY,FLASHY BULL,FLASHY BULL,,,,,,,FOUR STAR SALES AGENT,,,,JON JAZDZEWSKI,,,,8000,,https://vimeo.com/875833708,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,6,6,,,2022-05-05,1,DKB,F,,Y,,,NY,CAIRO PRINCE,CAIRO PRINCE,YOUR TIME IS UP,YOUR TIME IS UP,FREUD,FREUD,,,,,,,HIBISCUS SALES,,,,OUT,,,,0,,https://vimeo.com/874246986,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,7,7,,,2022-05-13,1,CH,F,,Y,,,KY,VINO ROSSO,VINO ROSSO,ZEENUT,ZEENUT,MINGUN,MINGUN,,,,,,,MIKELLE FARM AGENT,,,,ECLIPSE THOROUGHBRED PARTNERS & ST ELIAS STABLES,,,,90000,,https://vimeo.com/876777418?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,8,8,,,2022-02-12,1,GRR,F,,Y,,,KY,THE FACTOR,THE FACTOR,ZENSATIONAL BEAUTY,ZENSATIONAL BEAUTY,ZENSATIONAL,ZENSATIONAL,,,,,,,VINERY SALES AGENT XVIII,,,,KAT KIRK & WAYNE SANDERS,,,,30000,,https://vimeo.com/874386907?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,9,9,,,2022-01-16,1,DKB,C,,Y,,,KY,MASTERY,MASTERY,ZESTINA,ZESTINA,SILENT NAME (JPN),SILENT NAME (JPN),,,,,,,FRANKFORT PARK FARM AGENT,,,,PAUL CAIRNS RACING,,,,20000,,https://vimeo.com/875418208?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,10,10,,,2022-04-23,1,DKB,F,,Y,,,KY,STREET SENSE,STREET SENSE,ZETTA Z,ZETTA Z,BERNARDINI,BERNARDINI,,,,,,,DENALI STUD AGENT XXVIII,,,,HARTLEY/DE RENZO THOROUGHBREDS,,,,170000,,https://vimeo.com/876581017?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,11,11,,,2022-03-05,1,DKB,C,,Y,,,KY,HIGHER POWER,HIGHER POWER,ZIFENA (GB),ZIFENA (GB),ZAMINDAR,ZAMINDAR,,,,,,,SENNEBEC SOUTH FARM,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,12,12,,,2022-03-17,1,B,C,,Y,,,KY,ALWAYS DREAMING,ALWAYS DREAMING,ZINTELLE,ZINTELLE,KITTEN'S JOY,KITTEN'S JOY,,,,,,,TAYLOR MADE SALES AGENCY AGENT LXXVI,,,,OUT,,,,0,,https://youtu.be/MPfH92y8rYk,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,13,13,,,2022-05-01,1,B,C,,Y,,,KY,MO TOWN,MO TOWN,ZIPPY SPEED,ZIPPY SPEED,CITY ZIP,CITY ZIP,,,,,,,WARRENDALE SALES AGENT FOR SILESIA FARM,,,,KAT KIRK & WAYNE SANDERS,,,,55000,,https://vimeo.com/875915941?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,14,14,,,2022-03-08,1,B,C,,Y,,,KY,BEE JERSEY,BEE JERSEY,ZO BOW,ZO BOW,OXBOW,OXBOW,,,,,,,WESTBROOK STABLES LLC,,,,SANDER BLANCO,,,,13000,,https://vimeo.com/876462972?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,15,15,,,2022-03-25,1,CH,F,,Y,,,KY,CATALINA CRUISER,CATALINA CRUISER,ZORALLY,ZORALLY,WISEMAN'S FERRY,WISEMAN'S FERRY,,,,,,,LEGACY BLOODSTOCK AGENT FOR FOREVER SPRING FARM LLC,,,,CAM ZIPRICK & JARED BROWN,,,,8000,,https://vimeo.com/875941544?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,16,16,,,2022-02-14,1,B,F,,Y,,,KY,CITY OF LIGHT,CITY OF LIGHT,ZULTANITE,ZULTANITE,EL CORREDOR,EL CORREDOR,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXVIII,,,,NOT SOLD,,,,10000,,https://youtu.be/gF1tvLgJ1_8,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,17,17,,,2022-03-25,1,CH,C,,Y,,,KY,GLOBAL CAMPAIGN,GLOBAL CAMPAIGN,ABOVE HEAVEN,ABOVE HEAVEN,MR. GREELEY,MR. GREELEY,,,,,,,TAYLOR MADE SALES AGENCY AGENT XXVII,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,18,18,,,2022-01-19,1,B,C,,Y,,,KY,ECHO TOWN,ECHO TOWN,ABOVE IT,ABOVE IT,HOLY BULL,HOLY BULL,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,K.O.I.D.,,,,25000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,19,19,,,2022-03-02,1,B,F,,Y,,,KY,VINO ROSSO,VINO ROSSO,ABUNTIA,ABUNTIA,OLMODAVOR,OLMODAVOR,,,,,,,LEGACY BLOODSTOCK AGENT XI,,,,NOT SOLD,,,,22000,,https://vimeo.com/876189208,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,20,20,,,2022-02-25,1,CH,F,,Y,,,KY,GORMLEY,GORMLEY,ACCELEBRATE,ACCELEBRATE,NORTHERN AFLEET,NORTHERN AFLEET,,,,,,,BLANDFORD STUD (PADRAIG CAMPION) AGENT,,,,SIMMONS & ASSOCIATES INC,,,,17000,,https://vimeo.com/876158730,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,21,21,,,2022-02-27,1,DKB,F,,Y,,,INDIANA,GOOD SAMARITAN,GOOD SAMARITAN,ACCESSORIZING,ACCESSORIZING,OLD FASHIONED,OLD FASHIONED,,,,,,,VINERY SALES AGENT LVII,,,,NOT SOLD,,,,10000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,22,22,,,2022-03-01,1,GRR,C,,Y,,,LA,CLASSIC EMPIRE,CLASSIC EMPIRE,ACCOLADY,ACCOLADY,KITTEN'S JOY,KITTEN'S JOY,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,NOT SOLD,,,,27000,,https://vimeo.com/876701385,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,23,23,,,2022-02-19,1,DKB,F,,Y,,,KY,CONNECT,CONNECT,ACCOMPLISH FIRST,ACCOMPLISH FIRST,FIRST DEFENCE,FIRST DEFENCE,,,,,,,TAYLOR MADE SALES AGENCY AGENT XL,,,,MARK KORNEGAY,,,,70000,,https://youtu.be/SnF6ZIt5lf4,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,24,24,,,2022-04-29,1,CH,F,,Y,,,KY,VEKOMA,VEKOMA,A CHANGE OF HEART,A CHANGE OF HEART,UNBRIDLED'S SONG,UNBRIDLED'S SONG,,,,,,,FOUR STAR SALES AGENT FOR D.C. GOFF,,,,MIKE RYAN AGENT,,,,160000,,https://vimeo.com/874533778?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,25,25,,,2022-02-05,1,B,C,,Y,,,KY,CROSS TRAFFIC,CROSS TRAFFIC,AD LITEM,AD LITEM,SUCCESSFUL APPEAL,SUCCESSFUL APPEAL,,,,,,,GAINESWAY AGENT XIX,,,,S.R.O.A (K.O.I.D.),,,,25000,,https://vimeo.com/873484404?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,26,26,,,2022-01-26,1,CH,F,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,ADVENTUROUS LADY,ADVENTUROUS LADY,KANTHAROS,KANTHAROS,,,,,,,ST GEORGE SALES AGENT III,,,,TRAVIS MURPHY,,,,17000,,https://vimeo.com/872560553?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,27,27,,,2022-04-04,1,B,C,,Y,,,KY,DISTORTED HUMOR,DISTORTED HUMOR,AERIAL ASSETS,AERIAL ASSETS,INTO MISCHIEF,INTO MISCHIEF,,,,,,,PARAMOUNT SALES AGENT XXV,,,,THOROBIZ,,,,25000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,28,28,,,2022-04-06,1,B,F,,Y,,,KY,MO TOWN,MO TOWN,AFLEET LEXI,AFLEET LEXI,AFLEET ALEX,AFLEET ALEX,,,,,,,FOUR STAR SALES AGENT,,,,SHELLEY BROWN,,,,4000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,29,29,,,2022-04-16,1,B,F,,Y,,,KY,COLLECTED,COLLECTED,AFLEET LILY,AFLEET LILY,AFLEET ALEX,AFLEET ALEX,,,,,,,EQUUS FARM (JERRY CUMMINS/PAUL ADAMS) AGENT I,,,,BOBBY RANKIN,,,,12000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,30,30,,,2022-02-01,1,B,F,,Y,,,KY,HIGHER POWER,HIGHER POWER,AINTAFRAIDOFGHOSTS,AINTAFRAIDOFGHOSTS,GHOSTZAPPER,GHOSTZAPPER,,,,,,,WESTBROOK STABLES LLC,,,,EUCLIDES BALBAS,,,,7000,,https://vimeo.com/876462077?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,31,31,,,2022-03-16,1,DKB,C,,Y,,,KY,UNCLE MO,UNCLE MO,AIRS,AIRS,HARLAN'S HOLIDAY,HARLAN'S HOLIDAY,,,,,,,FOUR STAR SALES AGENT FOR SPENDTHRIFT FARM LLC,,,,BJI RACING AGENT,,,,16000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,32,32,,,2022-03-17,1,B,F,,Y,,,NY,GET STORMY,GET STORMY,ALABAMA BOUND,ALABAMA BOUND,PROUD CITIZEN,PROUD CITIZEN,,,,,,,BLANDFORD STUD (PADRAIG CAMPION) AGENT,,,,WOODBERRY PAYNE,,,,5000,,https://youtu.be/JzUIon86Tso,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,33,33,,,2022-03-23,1,B,F,,Y,,,KY,ALWAYS DREAMING,ALWAYS DREAMING,ALEC'S MOON,ALEC'S MOON,MALIBU MOON,MALIBU MOON,,,,,,,MACHMER HALL SALES AGENT IV,,,,SHELLEY BROWN,,,,5000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,34,34,,,2022-03-05,1,B,F,,Y,,,KY,BRODY'S CAUSE,BRODY'S CAUSE,ALGOWILD,ALGOWILD,ALGORITHMS,ALGORITHMS,,,,,,,BUCKLAND SALES (ZACH MADDEN) AGENT XXXII,,,,NOT SOLD,,,,12000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,35,35,,,2022-05-17,1,DKB,C,,Y,,,KY,CONNECT,CONNECT,ALISA'S CATCH,ALISA'S CATCH,HAL'S IMAGE,HAL'S IMAGE,,,,,,,FOUR STAR SALES AGENT,,,,FXP CORP,,,,10000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,36,36,,,2022-05-05,1,B,F,,Y,,,KY,NYQUIST,NYQUIST,ALJULJALAH,ALJULJALAH,EXCHANGE RATE,EXCHANGE RATE,,,,,,,HIDDEN BROOK AGENT I,,,,NOT SOLD,,,,47000,,https://www.youtube.com/watch?v=LUBaUwbr-X4,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,37,37,,,2022-04-22,1,GRR,C,,Y,,,KY,LIAM'S MAP,LIAM'S MAP,ALLANAH,ALLANAH,SCAT DADDY,SCAT DADDY,,,,,,,WOODS EDGE FARM AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,38,38,,,2022-03-20,1,GRR,C,,Y,,,KY,CARACARO,CARACARO,ALL DAY DONNA,ALL DAY DONNA,VALUE PLUS,VALUE PLUS,,,,,,,BRANDYWINE FARM (JIM & PAM ROBINSON),,,,NOT SOLD,,,,12000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,39,39,,,2022-05-03,1,B,C,,Y,,,KY,JUSTIFY,JUSTIFY,ALLEGHENY ANGEL,ALLEGHENY ANGEL,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,PARAMOUNT SALES AGENT IV,,,,DE MERIC SALES,,,,300000,,https://vimeo.com/874813089?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,40,40,,,2022-02-01,1,CH,F,,Y,,,KY,AUDIBLE,AUDIBLE,ALLHAPPYANDBRIGHT,ALLHAPPYANDBRIGHT,ALTERNATION,ALTERNATION,,,,,,,WARRENDALE SALES AGENT XIV,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,41,41,,,2022-02-16,1,B,C,,Y,,,KY,OMAHA BEACH,OMAHA BEACH,ALLITERATION,ALLITERATION,CONGRATS,CONGRATS,,,,,,,VINERY SALES AGENT LIX,,,,EDDIE KENNEALLY,,,,60000,,https://vimeo.com/876842220?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,42,42,,,2022-02-13,1,B,C,,Y,,,KY,DEMARCHELIER (GB),DEMARCHELIER (GB),ALL OTHERS FOLLOW (GB),ALL OTHERS FOLLOW (GB),SEA THE STARS (IRE),SEA THE STARS (IRE),,,,,,,CLAIBORNE FARM AGENT,,,,KIM SMITH AGENT,,,,2000,,https://vimeo.com/874979911,,Y,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,43,43,,,2022-05-11,1,CH,C,,Y,,,KY,GORMLEY,GORMLEY,ALTA LOVE,ALTA LOVE,GONE WEST,GONE WEST,,,,,,,SCOTT MALLORY AGENT III,,,,NOT SOLD,,,,24000,,https://vimeo.com/876407159?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,44,44,,,2022-02-12,1,DKB,F,,Y,,,KY,TEMPLE CITY,TEMPLE CITY,ALTOON,ALTOON,SPEIGHTSTOWN,SPEIGHTSTOWN,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,TOM MCCROCKLIN AGENT,,,,10000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,45,45,,,2022-05-20,1,B,C,,Y,,,NY,STREET BOSS,STREET BOSS,ALWAYSINSTILETTOS,ALWAYSINSTILETTOS,BANDINI,BANDINI,,,,,,,BLANDFORD STUD (PADRAIG CAMPION) AGENT,,,,G J RACING,,,,5000,,https://youtu.be/mesSgrXyd8M,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,46,46,,,2022-05-20,1,CH,C,,Y,,,KY,FIRST SAMURAI,FIRST SAMURAI,ALWAYS PLEASANT,ALWAYS PLEASANT,AWESOME AGAIN,AWESOME AGAIN,,,,,,,HERMITAGE FARM AGENT,,,,NOT SOLD,,,,14000,,https://vimeo.com/875362061,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,47,47,,,2022-01-27,1,B,C,,Y,,,KY,NYQUIST,NYQUIST,AMANI (CHI),AMANI (CHI),MORNING RAIDER (IRE),MORNING RAIDER (IRE),,,,,,,TAYLOR MADE SALES AGENCY AGENT XXXV,,,,RAUL GONZALEZ RAMIREZ,,,,5000,,https://youtu.be/D8RG_O27mPM,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,48,48,,,2022-03-22,1,B,C,,Y,,,IOWA,THOUSAND WORDS,THOUSAND WORDS,AMARIAH GRACE,AMARIAH GRACE,SKY MESA,SKY MESA,,,,,,,PARAMOUNT SALES AGENT VIII,,,,TRAVIS MURPHY,,,,30000,,https://vimeo.com/876680619?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,49,49,,,2022-03-19,1,B,C,,Y,,,KY,UNCLE MO,UNCLE MO,AMERICA,AMERICA,A.P. INDY,A.P. INDY,,,,,,,STONE FARM AGENT,,,,NOT SOLD,,,,345000,,https://vimeo.com/876581913?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,50,50,,,2022-04-12,1,B,F,,Y,,,KY,MACLEAN'S MUSIC,MACLEAN'S MUSIC,AMERICAN CLEOPATRA,AMERICAN CLEOPATRA,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,,,,ST GEORGE SALES AGENT FOR BERYL N. STOKES JR. FAMILY TRUST,,,,NAROLA LLC,,,,30000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,51,51,,,2022-05-03,1,CH,C,,Y,,,KY,JUSTIFY,JUSTIFY,AMERICAN WEST,AMERICAN WEST,CURLIN,CURLIN,,,,,,,CLAIBORNE FARM AGENT,,,,OUT,,,,0,,https://vimeo.com/874980507,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,52,52,,,2022-03-16,1,B,F,,Y,,,KY,HONOR A. P.,HONOR A. P.,AMERICA'S FRIEND,AMERICA'S FRIEND,UNUSUAL HEAT,UNUSUAL HEAT,,,,,,,HILL 'N' DALE AT XALAPA AGENT,,,,SHELLEY BROWN,,,,8000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,53,53,,,2022-01-23,1,B,F,,Y,,,KY,KLIMT,KLIMT,ANABRANCH,ANABRANCH,CONGAREE,CONGAREE,,,,,,,MULHOLLAND SPRINGS AGENT,,,,NICK J HINES AGENT,,,,14000,,https://vimeo.com/874527978?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,54,54,,,2022-03-18,1,B,F,,Y,,,INDIANA,THOUSAND WORDS,THOUSAND WORDS,ANDAPINKCARNATION,ANDAPINKCARNATION,UNCLE MO,UNCLE MO,,,,,,,SCOTT MALLORY AGENT I,,,,ANTHONY GRANITZ,,,,21000,,https://vimeo.com/875523523?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,55,55,,,2022-03-21,1,B,F,,Y,,,KY,GOLDENCENTS,GOLDENCENTS,ANDREA'S PRIDE,ANDREA'S PRIDE,GIO PONTI,GIO PONTI,,,,,,,STRAIGHT LINE EQUINE SALES AGENT,,,,SHELLEY BROWN,,,,2000,,https://vimeo.com/876611412?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,56,56,,,2022-04-01,1,DKB,F,,Y,,,KY,GOOD SAMARITAN,GOOD SAMARITAN,ANDRI,ANDRI,A. P. WARRIOR,A. P. WARRIOR,,,,,,,GAINESWAY AGENT XIX,,,,JAMES BUTCHER,,,,5000,,https://vimeo.com/873484212?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,57,57,,,2022-04-27,1,B,F,,Y,,,ON,DANISH DYNAFORMER,DANISH DYNAFORMER,ANGEL,ANGEL,DISTORTED HUMOR,DISTORTED HUMOR,,,,,,,PARAMOUNT SALES AGENT XXIII,,,,LAUREN CARLISLE AGENT,,,,1600,,https://vimeo.com/870634331?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,58,58,,,2022-03-30,1,GRR,F,,Y,,,KY,IRONICUS,IRONICUS,ANGEL GOODMORNING,ANGEL GOODMORNING,MORNING LINE,MORNING LINE,,,,,,,POPE MCLEAN (CRESTWOOD FARM) AGENT FOR ALANDALE STABLE,,,,JOE DAVIS,,,,10000,,https://vimeo.com/873485159?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,59,59,,,2022-04-13,1,DKB,C,,Y,,,NY,TOM'S D'ETAT,TOM'S D'ETAT,ANGELS N HEAVEN,ANGELS N HEAVEN,BELLAMY ROAD,BELLAMY ROAD,,,,,,,VINERY SALES AGENT XV,,,,NOT SOLD,,,,30000,,https://vimeo.com/876581234?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,60,60,,,2022-03-08,1,DKB,F,,Y,,,KY,DIALED IN,DIALED IN,ANNIVERSARY KITTY,ANNIVERSARY KITTY,TRIBAL RULE,TRIBAL RULE,,,,,,,BUCKLAND SALES (ZACH MADDEN) AGENT XII,,,,ALLAN MCCAMON/SIX K'S AGENT,,,,40000,,https://vimeo.com/874231156?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,61,61,,,2022-02-08,1,DKB,C,,Y,,,KY,BERNARDINI,BERNARDINI,ANTIANARA,ANTIANARA,MEDAGLIA D'ORO,MEDAGLIA D'ORO,,,,,,,EATON SALES AGENT,,,,CF BLOODSTOCK,,,,30000,,https://vimeo.com/876717245?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,62,62,,,2022-02-27,1,DKB,F,,Y,,,KY,QUALITY ROAD,QUALITY ROAD,ANUKIS,ANUKIS,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,,,,LANE'S END AGENT,,,,OUT,,,,0,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,63,63,,,2022-03-07,1,B,F,,Y,,,KY,AUTHENTIC,AUTHENTIC,ANYHOW,ANYHOW,TIZNOW,TIZNOW,,,,,,,BROOKDALE SALES AGENT FOR JACK SWAIN,,,,NOT SOLD,,,,115000,,https://vimeo.com/876581068?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,64,64,,,2022-03-20,1,CH,F,,Y,,,ON,OMAHA BEACH,OMAHA BEACH,ANY KIND,ANY KIND,PIONEEROF THE NILE,PIONEEROF THE NILE,,,,,,,BUCKLAND SALES (ZACH MADDEN) AGENT XXXVII,,,,NOT SOLD,,,,39000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,65,65,,,2022-02-19,1,B,C,,Y,,,MD,CROSS TRAFFIC,CROSS TRAFFIC,ANYTHINGICANDOFORU,ANYTHINGICANDOFORU,TEMPLE CITY,TEMPLE CITY,,,,,,,EATON SALES AGENT,,,,STUD LA ALIANZA,,,,12000,,https://vimeo.com/876655850?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,66,66,,,2022-04-15,1,B,F,,Y,,,KY,MITOLE,MITOLE,A. P. DOUBLE CAT,A. P. DOUBLE CAT,A.P. INDY,A.P. INDY,,,,,,,VINERY SALES AGENT II,,,,NOT SOLD,,,,15000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,67,67,,,2022-02-28,1,B,C,,Y,,,KY,OMAHA BEACH,OMAHA BEACH,A P MINK,A P MINK,A.P. INDY,A.P. INDY,,,,,,,HUNTER VALLEY FARM AGENT,,,,EXLINE BORDER RACING,,,,200000,,https://vimeo.com/876320509?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,68,68,,,2022-02-24,1,DKB,C,,Y,,,KY,NOT THIS TIME,NOT THIS TIME,APPLAUDING,APPLAUDING,CONGRATS,CONGRATS,,,,,,,HUNTER VALLEY FARM AGENT,,,,TOM MCCROCKLIN AGENT,,,,220000,,https://vimeo.com/875918228?share=copy,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,69,69,,,2022-02-20,1,B,F,,Y,,,KY,FLAMEAWAY,FLAMEAWAY,A PRETTY HANSEN,A PRETTY HANSEN,HANSEN,HANSEN,,,,,,,BLUEWATER SALES LLC AGENT XI,,,,NOT SOLD,,,,27000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,70,70,,,2022-04-20,1,B,C,,Y,,,VA,WAR OF WILL,WAR OF WILL,AQUA REGIA,AQUA REGIA,POLLARD'S VISION,POLLARD'S VISION,,,,,,,KNOCKGRIFFIN FARM AGENT,,,,CHRISTIAN CRUZ,,,,20000,,https://vimeo.com/876435668,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,71,71,,,2022-03-05,1,DKB,C,,Y,,,KY,TAPWRIT,TAPWRIT,ARCH ALMIGHTY,ARCH ALMIGHTY,ARCH,ARCH,,,,,,,BLUEWATER SALES LLC AGENT XIII,,,,NOT SOLD,,,,9000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,72,72,,,2022-02-24,1,B,F,,Y,,,KY,KLIMT,KLIMT,ARCHERS POST,ARCHERS POST,SMART STRIKE,SMART STRIKE,,,,,,,GAINESWAY AGENT XXII,,,,CAM ZIPRICK & JARED BROWN,,,,1000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,73,73,,,2022-03-08,1,DKB,F,,Y,,,KY,OMAHA BEACH,OMAHA BEACH,ARCH OF TROY,ARCH OF TROY,ARCHARCHARCH,ARCHARCHARCH,,,,,,,ENDEAVOR FARM AGENT,,,,CAM ZIPRICK & JARED BROWN,,,,7000,,,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,74,74,,,2022-04-15,1,B,F,,Y,,,KY,THE FACTOR,THE FACTOR,ARCINA,ARCINA,ARCH,ARCH,,,,,,,WARRENDALE SALES AGENT XIII,,,,JASON RICHEY,,,,15000,,https://vimeo.com/874179372,,,T,2022
2023,Y,23FTOCTYR,2023-10-23,1,1,75,75,,,2022-04-18,1,CH,C,,Y,,,KY,FREE DROP BILLY,FREE DROP BILLY,AREDHEL,AREDHEL,ARAGORN (IRE),ARAGORN (IRE),,,,,,,BLUEWATER SALES LLC AGENT II,,,,NOT SOLD,,,,9000,,,,,T,2022
